Vardas         Pavarde        Galutinis      
Vardas375      Pavarde375     4.04           
Vardas376      Pavarde376     4.56           
Vardas377      Pavarde377     1.15           
Vardas378      Pavarde378     3.85           
Vardas38       Pavarde38      3.09           
Vardas382      Pavarde382     2              
Vardas383      Pavarde383     1.84           
Vardas384      Pavarde384     2.68           
Vardas385      Pavarde385     3.09           
Vardas386      Pavarde386     1.93           
Vardas391      Pavarde391     3.39           
Vardas393      Pavarde393     2.41           
Vardas394      Pavarde394     4.09           
Vardas395      Pavarde395     2.81           
Vardas396      Pavarde396     3.56           
Vardas397      Pavarde397     2.16           
Vardas398      Pavarde398     2.07           
Vardas40       Pavarde40      4.37           
Vardas406      Pavarde406     3.73           
Vardas407      Pavarde407     4.01           
Vardas410      Pavarde410     3.07           
Vardas411      Pavarde411     1.76           
Vardas412      Pavarde412     4.69           
Vardas413      Pavarde413     4.17           
Vardas415      Pavarde415     4.52           
Vardas416      Pavarde416     2.03           
Vardas417      Pavarde417     1.97           
Vardas420      Pavarde420     1.44           
Vardas424      Pavarde424     3.33           
Vardas425      Pavarde425     4.53           
Vardas427      Pavarde427     4.99           
Vardas43       Pavarde43      4.64           
Vardas430      Pavarde430     3.69           
Vardas433      Pavarde433     2.36           
Vardas436      Pavarde436     4.55           
Vardas437      Pavarde437     2.16           
Vardas439      Pavarde439     2.6            
Vardas445      Pavarde445     4.97           
Vardas446      Pavarde446     1.6            
Vardas447      Pavarde447     2.89           
Vardas448      Pavarde448     2.52           
Vardas449      Pavarde449     3.28           
Vardas452      Pavarde452     3.96           
Vardas453      Pavarde453     4.36           
Vardas458      Pavarde458     1.68           
Vardas461      Pavarde461     3.56           
Vardas464      Pavarde464     4.07           
Vardas465      Pavarde465     4.16           
Vardas468      Pavarde468     4.71           
Vardas469      Pavarde469     3.29           
Vardas470      Pavarde470     4.11           
Vardas471      Pavarde471     4.16           
Vardas472      Pavarde472     2.69           
Vardas474      Pavarde474     3.32           
Vardas475      Pavarde475     2.71           
Vardas481      Pavarde481     3.61           
Vardas484      Pavarde484     3.31           
Vardas485      Pavarde485     3.07           
Vardas486      Pavarde486     2.49           
Vardas487      Pavarde487     2.24           
Vardas489      Pavarde489     1.76           
Vardas491      Pavarde491     3.75           
Vardas494      Pavarde494     2              
Vardas495      Pavarde495     3.8            
Vardas496      Pavarde496     4.44           
Vardas497      Pavarde497     1.87           
Vardas499      Pavarde499     4.52           
Vardas500      Pavarde500     1.49           
Vardas501      Pavarde501     3.32           
Vardas502      Pavarde502     4.83           
Vardas505      Pavarde505     2.05           
Vardas507      Pavarde507     4.92           
Vardas509      Pavarde509     4.24           
Vardas510      Pavarde510     1.92           
Vardas518      Pavarde518     3.09           
Vardas519      Pavarde519     4.89           
Vardas52       Pavarde52      4.75           
Vardas520      Pavarde520     4.67           
Vardas522      Pavarde522     2.96           
Vardas523      Pavarde523     2.05           
Vardas524      Pavarde524     1.95           
Vardas53       Pavarde53      2.49           
Vardas533      Pavarde533     4.84           
Vardas534      Pavarde534     1.89           
Vardas535      Pavarde535     4.44           
Vardas536      Pavarde536     1.73           
Vardas538      Pavarde538     4.92           
Vardas54       Pavarde54      4.97           
Vardas540      Pavarde540     2.19           
Vardas541      Pavarde541     4.05           
Vardas543      Pavarde543     4.63           
Vardas545      Pavarde545     2.24           
Vardas546      Pavarde546     3.12           
Vardas548      Pavarde548     4.07           
Vardas549      Pavarde549     2              
Vardas553      Pavarde553     2.39           
Vardas555      Pavarde555     2.33           
Vardas556      Pavarde556     3.21           
Vardas557      Pavarde557     4              
Vardas558      Pavarde558     1.83           
Vardas559      Pavarde559     2.4            
Vardas560      Pavarde560     3.59           
Vardas561      Pavarde561     3.83           
Vardas562      Pavarde562     2.17           
Vardas565      Pavarde565     4.95           
Vardas566      Pavarde566     3.12           
Vardas568      Pavarde568     2.41           
Vardas570      Pavarde570     3.19           
Vardas571      Pavarde571     1.75           
Vardas572      Pavarde572     3.2            
Vardas574      Pavarde574     1.49           
Vardas576      Pavarde576     4.97           
Vardas58       Pavarde58      2.05           
Vardas580      Pavarde580     1.79           
Vardas581      Pavarde581     3.84           
Vardas583      Pavarde583     3.4            
Vardas584      Pavarde584     2.89           
Vardas585      Pavarde585     3.91           
Vardas586      Pavarde586     1.84           
Vardas587      Pavarde587     4.15           
Vardas589      Pavarde589     3.68           
Vardas59       Pavarde59      2.63           
Vardas591      Pavarde591     4.95           
Vardas596      Pavarde596     3.59           
Vardas597      Pavarde597     3.89           
Vardas599      Pavarde599     4.19           
Vardas60       Pavarde60      2.03           
Vardas600      Pavarde600     3.97           
Vardas601      Pavarde601     3.71           
Vardas602      Pavarde602     2.6            
Vardas603      Pavarde603     4.19           
Vardas608      Pavarde608     4.37           
Vardas609      Pavarde609     3.83           
Vardas611      Pavarde611     3.35           
Vardas616      Pavarde616     4.76           
Vardas619      Pavarde619     3.09           
Vardas62       Pavarde62      4.37           
Vardas620      Pavarde620     3.91           
Vardas621      Pavarde621     2.31           
Vardas622      Pavarde622     4.81           
Vardas624      Pavarde624     2.79           
Vardas628      Pavarde628     4.15           
Vardas629      Pavarde629     2.2            
Vardas633      Pavarde633     3.52           
Vardas634      Pavarde634     3.91           
Vardas638      Pavarde638     4.43           
Vardas639      Pavarde639     4.32           
Vardas64       Pavarde64      4.12           
Vardas641      Pavarde641     1.97           
Vardas644      Pavarde644     1.92           
Vardas645      Pavarde645     4.45           
Vardas646      Pavarde646     1.65           
Vardas650      Pavarde650     2.28           
Vardas652      Pavarde652     3.88           
Vardas656      Pavarde656     3.2            
Vardas657      Pavarde657     2.49           
Vardas659      Pavarde659     4.28           
Vardas661      Pavarde661     4.4            
Vardas663      Pavarde663     3.33           
Vardas664      Pavarde664     3.08           
Vardas666      Pavarde666     3.85           
Vardas667      Pavarde667     3.77           
Vardas668      Pavarde668     2.96           
Vardas669      Pavarde669     1.71           
Vardas671      Pavarde671     3.73           
Vardas672      Pavarde672     2.92           
Vardas674      Pavarde674     2.68           
Vardas68       Pavarde68      3.67           
Vardas680      Pavarde680     4.8            
Vardas682      Pavarde682     2.6            
Vardas683      Pavarde683     2.68           
Vardas684      Pavarde684     4.4            
Vardas686      Pavarde686     3.93           
Vardas687      Pavarde687     1.73           
Vardas689      Pavarde689     3.08           
Vardas69       Pavarde69      2.84           
Vardas690      Pavarde690     3.8            
Vardas691      Pavarde691     2.2            
Vardas693      Pavarde693     3.63           
Vardas694      Pavarde694     2.68           
Vardas696      Pavarde696     2.93           
Vardas698      Pavarde698     3.61           
Vardas699      Pavarde699     3.09           
Vardas701      Pavarde701     4.63           
Vardas702      Pavarde702     3.59           
Vardas704      Pavarde704     2.96           
Vardas706      Pavarde706     4.2            
Vardas708      Pavarde708     3.84           
Vardas709      Pavarde709     2.56           
Vardas711      Pavarde711     4.44           
Vardas712      Pavarde712     2.41           
Vardas713      Pavarde713     4.95           
Vardas715      Pavarde715     3.93           
Vardas717      Pavarde717     3.49           
Vardas719      Pavarde719     2.39           
Vardas72       Pavarde72      2.88           
Vardas722      Pavarde722     4.87           
Vardas724      Pavarde724     1.89           
Vardas725      Pavarde725     4.73           
Vardas726      Pavarde726     4.55           
Vardas727      Pavarde727     3.23           
Vardas728      Pavarde728     3.13           
Vardas729      Pavarde729     4.83           
Vardas73       Pavarde73      4.73           
Vardas730      Pavarde730     1.55           
Vardas731      Pavarde731     3.61           
Vardas733      Pavarde733     4.61           
Vardas734      Pavarde734     3.53           
Vardas735      Pavarde735     4.83           
Vardas736      Pavarde736     2.4            
Vardas737      Pavarde737     2.13           
Vardas742      Pavarde742     2              
Vardas745      Pavarde745     3.73           
Vardas746      Pavarde746     2.55           
Vardas748      Pavarde748     2.92           
Vardas75       Pavarde75      2.76           
Vardas751      Pavarde751     3.75           
Vardas752      Pavarde752     1.65           
Vardas753      Pavarde753     4.89           
Vardas754      Pavarde754     2.99           
Vardas757      Pavarde757     2.16           
Vardas759      Pavarde759     2.23           
Vardas76       Pavarde76      4.61           
Vardas761      Pavarde761     4.79           
Vardas763      Pavarde763     2.93           
Vardas765      Pavarde765     2.87           
Vardas766      Pavarde766     3.2            
Vardas77       Pavarde77      2.44           
Vardas771      Pavarde771     1.95           
Vardas772      Pavarde772     3.71           
Vardas773      Pavarde773     3.99           
Vardas774      Pavarde774     2.87           
Vardas779      Pavarde779     4.68           
Vardas781      Pavarde781     2.37           
Vardas782      Pavarde782     2.21           
Vardas783      Pavarde783     4.73           
Vardas786      Pavarde786     2.77           
Vardas787      Pavarde787     2.39           
Vardas789      Pavarde789     4.75           
Vardas79       Pavarde79      2.97           
Vardas790      Pavarde790     3.41           
Vardas792      Pavarde792     4.11           
Vardas793      Pavarde793     3.88           
Vardas794      Pavarde794     2              
Vardas797      Pavarde797     1.92           
Vardas799      Pavarde799     4              
Vardas80       Pavarde80      4.45           
Vardas801      Pavarde801     3.33           
Vardas803      Pavarde803     3.37           
Vardas804      Pavarde804     4.53           
Vardas806      Pavarde806     3.96           
Vardas808      Pavarde808     3.73           
Vardas81       Pavarde81      3.83           
Vardas810      Pavarde810     4.97           
Vardas815      Pavarde815     4.01           
Vardas817      Pavarde817     3.88           
Vardas818      Pavarde818     3.45           
Vardas820      Pavarde820     2.63           
Vardas824      Pavarde824     3.72           
Vardas825      Pavarde825     4.79           
Vardas827      Pavarde827     4.43           
Vardas828      Pavarde828     2.19           
Vardas829      Pavarde829     3.32           
Vardas830      Pavarde830     2.4            
Vardas834      Pavarde834     4.88           
Vardas836      Pavarde836     2.73           
Vardas837      Pavarde837     1.65           
Vardas84       Pavarde84      3.77           
Vardas843      Pavarde843     3.88           
Vardas844      Pavarde844     4.03           
Vardas846      Pavarde846     4.68           
Vardas85       Pavarde85      2.11           
Vardas850      Pavarde850     3.25           
Vardas852      Pavarde852     3.97           
Vardas853      Pavarde853     3.77           
Vardas854      Pavarde854     1.84           
Vardas855      Pavarde855     4.44           
Vardas856      Pavarde856     4.61           
Vardas862      Pavarde862     4.11           
Vardas864      Pavarde864     2.84           
Vardas865      Pavarde865     3.71           
Vardas866      Pavarde866     2.97           
Vardas868      Pavarde868     3.16           
Vardas87       Pavarde87      4.75           
Vardas870      Pavarde870     1.84           
Vardas872      Pavarde872     4.67           
Vardas873      Pavarde873     3.92           
Vardas875      Pavarde875     4.07           
Vardas878      Pavarde878     3.2            
Vardas879      Pavarde879     3.25           
Vardas88       Pavarde88      3.91           
Vardas880      Pavarde880     2.15           
Vardas881      Pavarde881     4.37           
Vardas882      Pavarde882     2.27           
Vardas883      Pavarde883     4.67           
Vardas886      Pavarde886     4.61           
Vardas888      Pavarde888     3.19           
Vardas89       Pavarde89      4.01           
Vardas890      Pavarde890     2.05           
Vardas891      Pavarde891     3.67           
Vardas892      Pavarde892     4.85           
Vardas899      Pavarde899     4              
Vardas9        Pavarde9       2.35           
Vardas90       Pavarde90      3.48           
Vardas903      Pavarde903     2.59           
Vardas904      Pavarde904     4.09           
Vardas905      Pavarde905     1.6            
Vardas909      Pavarde909     2.61           
Vardas91       Pavarde91      4.81           
Vardas912      Pavarde912     2.73           
Vardas92       Pavarde92      2.04           
Vardas921      Pavarde921     2.2            
Vardas923      Pavarde923     3.12           
Vardas925      Pavarde925     3.41           
Vardas927      Pavarde927     3.97           
Vardas930      Pavarde930     4.81           
Vardas931      Pavarde931     1.23           
Vardas932      Pavarde932     2.68           
Vardas936      Pavarde936     4.91           
Vardas939      Pavarde939     3.19           
Vardas94       Pavarde94      2.19           
Vardas941      Pavarde941     2.31           
Vardas943      Pavarde943     3.25           
Vardas944      Pavarde944     1.57           
Vardas948      Pavarde948     3.57           
Vardas950      Pavarde950     3.68           
Vardas951      Pavarde951     1.81           
Vardas952      Pavarde952     4.99           
Vardas955      Pavarde955     4.71           
Vardas960      Pavarde960     4.12           
Vardas962      Pavarde962     2.73           
Vardas963      Pavarde963     3.59           
Vardas965      Pavarde965     3.23           
Vardas966      Pavarde966     3.28           
Vardas97       Pavarde97      3.99           
Vardas972      Pavarde972     4.57           
Vardas973      Pavarde973     3.44           
Vardas974      Pavarde974     4.12           
Vardas978      Pavarde978     3.48           
Vardas979      Pavarde979     4.37           
Vardas981      Pavarde981     2.47           
Vardas983      Pavarde983     1.97           
Vardas985      Pavarde985     2.79           
Vardas986      Pavarde986     3.25           
Vardas988      Pavarde988     3.75           
Vardas989      Pavarde989     1.6            
Vardas994      Pavarde994     2.92           
Vardas995      Pavarde995     4.84           
Vardas997      Pavarde997     2.13           
Vardas998      Pavarde998     3.2            
Vardas999      Pavarde999     4.4            
